RANK,ID,BACKGROUND,FUR,CLOTHES,EYES,MOUTH,HATS,EARRING,BACKGROUND Rarity,FUR Rarity,CLOTHES Rarity,EYES Rarity,MOUTH Rarity,HATS Rarity,EARRING Rarity,Total Statistical Rarity
286,3646,Solana,Cheetah,Guayabera,Wide Eyed,Phoneme Ooo,Bowler,Silver Stud,100.000000000000000,4.482586235627400,1.816363939343440,5.032494584235960,1.983002832861190,3.166138976837190,7.615397433761040,195911.857680236000000
287,3568,Solana,Blue,Lumberjack Shirt,Wide Eyed,Jovial,Bunny Ears,Silver Stud,100.000000000000000,4.699216797200470,1.766372271288120,5.032494584235960,3.132811198133640,1.966338943509420,7.615397433761040,195963.962516245000000
288,562,Solana,Blue,Cowboy Shirt,Sleepy,Grin,Irish Boho,Silver Hoop,100.000000000000000,4.699216797200470,0.766538910181636,6.815530744875850,3.849358440259960,1.999666722212960,10.464922512914500,197761.322221877000000
289,4248,Solana,Dark Brown,Blue Dress,Eyepatch,Phoneme Ooo,S&M Hat,Silver Hoop,100.000000000000000,13.164472587902000,0.799866688885186,2.899516747208800,1.983002832861190,3.132811198133640,10.464922512914500,198490.749095945000000
290,4739,Solana,Noise,Hip Hop,X Eyes,Bored Solana,Faux Hawk,EMPTY,100.000000000000000,2.182969505082490,0.916513914347609,1.716380603232790,8.398600233294450,0.983169471754708,70.121646392268000,198832.662706506000000
291,3525,Solana,Tan,Pimp Coat,Zombie,Bored Party Horn,Spinner Hat,EMPTY,100.000000000000000,5.999000166638890,1.316447258790200,2.116313947675390,0.816530578236960,2.082986168971840,70.121646392268000,199330.325798971000000
292,5363,Solana,Blue,Rainbow Suspender,Sunglasses,Bored Unshaven Cigarette,Halo,Silver Hoop,100.000000000000000,4.699216797200470,1.066488918513580,3.199466755540740,4.232627895350770,2.832861189801700,10.464922512914500,201201.323021992000000
293,339,Solana,Brown,Stripped Tee,Holographic,Phoneme Vuh,Trippy Captains Hat,Gold Hoop,100.000000000000000,12.747875354107600,4.199300116647230,2.066322279620060,3.116147308781870,1.216463922679550,4.799200133311110,201232.839295054000000
294,4897,Solana,Golden Brown,Cowboy Shirt,Bored,Bored Dagger,Army Hat,Gold Hoop,100.000000000000000,8.281953007832030,0.766538910181636,21.829695050824900,0.949841693051158,3.216130644892520,4.799200133311110,203174.129603102000000
295,5430,Solana,Dmt,Basc T Black,Sad,Phoneme Vuh,Fisherman Hat,Silver Stud,100.000000000000000,1.716380603232790,2.216297283786040,5.699050158306950,3.116147308781870,3.949341776370600,7.615397433761040,203179.255089022000000
296,4250,Solana,Brown,Work Vest,Hypnotized,Phoneme Wah,Sea Capitan Hat,Silver Stud,100.000000000000000,12.747875354107600,3.216130644892520,1.949675054157640,1.133144475920680,2.949508415264120,7.615397433761040,203451.653795425000000
297,3461,Solana,Dmt,Black T,X Eyes,Grin Multicolor,Short Mohawk,EMPTY,100.000000000000000,1.716380603232790,2.866188968505250,1.716380603232790,1.083152807865360,3.182802866188970,70.121646392268000,204119.074610645000000
298,3645,Solana,Blue,Stripped Tee,Crazy,Phoneme L,Horns,Gold Stud,100.000000000000000,4.699216797200470,4.199300116647230,4.365939010164970,2.616230628228630,2.066322279620060,4.399266788868520,204896.454863750000000
299,2122,Solana,Cheetah,Hip Hop,3D,Phoneme L,Seaman Hat,Silver Stud,100.000000000000000,4.482586235627400,0.916513914347609,5.332444592567910,2.616230628228630,4.699216797200470,7.615397433761040,205110.620297127000000
300,3333,Solana,Gold,Work Vest,Hypnotized,Bored Solana,Cowboy Hat,Silver Hoop,100.000000000000000,0.999833361106482,3.216130644892520,1.949675054157640,8.398600233294450,3.732711214797530,10.464922512914500,205679.429518339000000
301,3042,Solana,Cream,Lumberjack Shirt,Scumbag,Bored Pizza,Ww2 Pilot Helm,EMPTY,100.000000000000000,7.382102982836190,1.766372271288120,2.799533411098150,1.049825029161810,0.766538910181636,70.121646392268000,205992.412967414000000
302,363,Solana,Grey,Wool Turtleneck,Sleepy,Rage,Irish Boho,Gold Stud,100.000000000000000,4.782536243959340,2.216297283786040,6.815530744875850,3.249458423596070,1.999666722212960,4.399266788868520,206507.043651882000000
303,2367,Solana,Tan,Basc T Red,3D,Bored Cigarette,Army Hat,Gold Hoop,100.000000000000000,5.999000166638890,2.149641726378940,5.332444592567910,1.949675054157640,3.216130644892520,4.799200133311110,206936.017739756000000
304,2679,Solana,Pink,Hip Hop,Holographic,Grin Diamond Grill,S&M Hat,EMPTY,100.000000000000000,4.999166805532410,0.916513914347609,2.066322279620060,0.999833361106482,3.132811198133640,70.121646392268000,207945.104035384000000
305,652,Solana,Golden Brown,Navy Stripped T,Bored,Discomfort,Bandana Blue,Diamond Stud,100.000000000000000,8.281953007832030,2.882852857857020,21.829695050824900,1.916347275454090,1.099816697217130,1.899683386102320,208678.955437556000000
306,260,Solana,Cream,Blue Dress,Wide Eyed,Rage,Horns,Silver Hoop,100.000000000000000,7.382102982836190,0.799866688885186,5.032494584235960,3.249458423596070,2.066322279620060,10.464922512914500,208797.880681113000000
307,5514,Solana,Blue,EMPTY,Eyepatch,Bored Unshaven Party Horn,Basc Hat Black,Gold Stud,100.000000000000000,4.699216797200470,20.379936677220500,2.899516747208800,0.899850024995834,1.899683386102320,4.399266788868520,208826.491078545000000
308,353,Solana,Brown,Basc T Black,Bloodshot,Bored Bubblegum,Bunny Ears,Silver Stud,100.000000000000000,12.747875354107600,2.216297283786040,8.031994667555410,0.616563906015664,1.966338943509420,7.615397433761040,209516.526375962000000
309,4908,Solana,Dmt,Spacesuit,Bloodshot,Phoneme Wah,Vietnam Era Helmet,EMPTY,100.000000000000000,1.716380603232790,0.983169471754708,8.031994667555410,1.133144475920680,1.949675054157640,70.121646392268000,209973.757279889000000
310,4772,Solana,Black,Rainbow Suspender,Closed,Bored Cigarette,Bowler,Gold Stud,100.000000000000000,10.631561406432300,1.066488918513580,6.865522412931180,1.949675054157640,3.166138976837190,4.399266788868520,211397.329975635000000
311,4344,Solana,Black,Smoking Jacket,Heart,Grin Diamond Grill,Army Hat,Silver Stud,100.000000000000000,10.631561406432300,2.149641726378940,3.816030661556410,0.999833361106482,3.216130644892520,7.615397433761040,213564.405072235000000
312,2201,Solana,Trippy,Wool Turtleneck,Heart,Bored Unshaven Cigar,Sea Capitan Hat,EMPTY,100.000000000000000,1.166472254624230,2.216297283786040,3.816030661556410,1.049825029161810,2.949508415264120,70.121646392268000,214206.650197565000000
313,5406,Solana,Noise,EMPTY,Cyborg,Tongue Out,Basc Flipped Brim,Silver Stud,100.000000000000000,2.182969505082490,20.379936677220500,1.049825029161810,1.966338943509420,3.082819530078320,7.615397433761040,215608.797453028000000
314,324,Solana,Tan,Bone Tee,Heart,Phoneme L,Bunny Ears,Silver Hoop,100.000000000000000,5.999000166638890,1.749708381936340,3.816030661556410,2.616230628228630,1.966338943509420,10.464922512914500,215638.759611677000000
315,1352,Solana,Zombie,Biker Vest,Blindfold,Bored Unshaven Dagger,Irish Boho,EMPTY,100.000000000000000,2.699550074987500,2.216297283786040,2.532911181469760,1.016497250458260,1.999666722212960,70.121646392268000,216000.767878466000000
316,573,Solana,Death Bot,Black Coat,Robot,Bored Cigarette,Stuntman Helmet,EMPTY,100.000000000000000,1.999666722212960,1.166472254624230,3.249458423596070,1.949675054157640,2.099650058323610,70.121646392268000,217572.636687899000000
317,4749,Solana,Zombie,Sleeveless T,Robot,Bored Dagger,Trippy Captains Hat,EMPTY,100.000000000000000,2.699550074987500,3.066155640726550,3.249458423596070,0.949841693051158,1.216463922679550,70.121646392268000,217921.026153239000000
318,5912,Solana,Dmt,Navy Stripped T,Sunglasses,Phoneme Vuh,Fez,Silver Hoop,100.000000000000000,1.716380603232790,2.882852857857020,3.199466755540740,3.116147308781870,4.232627895350770,10.464922512914500,218513.243152802000000
319,2354,Solana,Dark Brown,Smoking Jacket,Angry,Bored Pizza,Horns,Silver Stud,100.000000000000000,13.164472587902000,2.149641726378940,4.699216797200470,1.049825029161810,2.066322279620060,7.615397433761040,219686.102494064000000
320,2513,Solana,Pink,Tanktop,X Eyes,Bored Unshaven,Bunny Ears,Gold Stud,100.000000000000000,4.999166805532410,2.049658390268290,1.716380603232790,14.480919846692200,1.966338943509420,4.399266788868520,220306.616661107000000
321,3209,Solana,Black,Guayabera,Sunglasses,Bored,Bowler,Cross,100.000000000000000,10.631561406432300,1.816363939343440,3.199466755540740,16.097317113814400,3.166138976837190,0.699883352774538,220387.349838727000000
322,2739,Solana,Robot,Lumberjack Shirt,Angry,Tongue Out,Fez,Silver Hoop,100.000000000000000,3.049491751374770,1.766372271288120,4.699216797200470,1.966338943509420,4.232627895350770,10.464922512914500,220465.008975620000000
323,781,Solana,Golden Brown,Puffy Vest,Sleepy,Bored Unshaven Cigar,Baby Bonet,Silver Hoop,100.000000000000000,8.281953007832030,1.933011164805870,6.815530744875850,1.049825029161810,1.849691718046990,10.464922512914500,221727.263635953000000
324,1249,Solana,White,Black T,Bored,Bored Unshaven Kazoo,Bunny Ears,Gold Hoop,100.000000000000000,3.766038993501080,2.866188968505250,21.829695050824900,0.999833361106482,1.966338943509420,4.799200133311110,222326.978882806000000
325,4896,Solana,Tan,Leather Punk Jacket,Zombie,Rage,Beanie,Gold Stud,100.000000000000000,5.999000166638890,2.149641726378940,2.116313947675390,3.249458423596070,5.699050158306950,4.399266788868520,222340.621715769000000
326,4527,Solana,Red,Puffy Vest,Robot,Bored Solana,Sushi Chef Headband,Gold Stud,100.000000000000000,5.249125145809030,1.933011164805870,3.249458423596070,8.398600233294450,1.833027828695220,4.399266788868520,223299.907030663000000
327,2334,Solana,Noise,Sleeveless Logo T,Bored,Bored Unshaven Kazoo,Stuntman Helmet,Silver Hoop,100.000000000000000,2.182969505082490,2.132977837027160,21.829695050824900,0.999833361106482,2.099650058323610,10.464922512914500,223301.808091772000000
328,5739,Solana,Grey,Service,Crazy,Phoneme L,Baby Bonet,Silver Hoop,100.000000000000000,4.782536243959340,2.116313947675390,4.365939010164970,2.616230628228630,1.849691718046990,10.464922512914500,223783.170923750000000
329,2547,Solana,Tan,Tanktop,Robot,Jovial,Cowboy Hat,Gold Hoop,100.000000000000000,5.999000166638890,2.049658390268290,3.249458423596070,3.132811198133640,3.732711214797530,4.799200133311110,224232.633915056000000
330,5782,Solana,Golden Brown,Basc T Black,Hypnotized,Bored Solana,Prussian Helmet,Silver Stud,100.000000000000000,8.281953007832030,2.216297283786040,1.949675054157640,8.398600233294450,0.983169471754708,7.615397433761040,225035.419313145000000
331,4852,Solana,Cheetah,EMPTY,3D,Bored Unshaven Pizza,Ww2 Pilot Helm,Gold Hoop,100.000000000000000,4.482586235627400,20.379936677220500,5.332444592567910,1.266455590734880,0.766538910181636,4.799200133311110,226960.806728708000000
332,2484,Solana,Black,Leather Punk Jacket,Scumbag,Bored Pizza,Commie Hat,Silver Hoop,100.000000000000000,10.631561406432300,2.149641726378940,2.799533411098150,1.049825029161810,3.232794534244290,10.464922512914500,227237.411374217000000
333,4366,Solana,Pink,Smoking Jacket,Robot,Bored Unshaven Solana,Laurel Wreath,Silver Hoop,100.000000000000000,4.999166805532410,2.149641726378940,3.249458423596070,6.232294617563740,0.999833361106482,10.464922512914500,227712.206780935000000
334,2779,Solana,Grey,Tie Dye,Heart,Bored Unshaven Cigarette,Fisherman Hat,Gold Stud,100.000000000000000,4.782536243959340,1.699716713881020,3.816030661556410,4.232627895350770,3.949341776370600,4.399266788868520,228119.168414511000000
335,1086,Solana,Blue,Biker Vest,Angry,Bored Unshaven Solana,Faux Hawk,Silver Stud,100.000000000000000,4.699216797200470,2.216297283786040,4.699216797200470,6.232294617563740,0.983169471754708,7.615397433761040,228374.658490950000000
336,5688,Solana,Brown,Hawaiian,Crazy,Bored Kazoo,Spinner Hat,Silver Hoop,100.000000000000000,12.747875354107600,1.883019496750540,4.365939010164970,0.999833361106482,2.082986168971840,10.464922512914500,228412.736283554000000
337,601,Solana,Brown,EMPTY,Crazy,Bored Unshaved Pipe,Army Hat,Cross,100.000000000000000,12.747875354107600,20.379936677220500,4.365939010164970,0.899850024995834,3.216130644892520,0.699883352774538,229745.906532231000000
338,3258,Solana,Dark Brown,Sleeveless Logo T,Holographic,Phoneme Vuh,Party Hat,Silver Hoop,100.000000000000000,13.164472587902000,2.132977837027160,2.066322279620060,3.116147308781870,1.216463922679550,10.464922512914500,230165.960579272000000
339,3063,Solana,Brown,Hawaiian,Crazy,Discomfort,Bandana Blue,Silver Hoop,100.000000000000000,12.747875354107600,1.883019496750540,4.365939010164970,1.916347275454090,1.099816697217130,10.464922512914500,231153.689118957000000
340,5942,Solana,Blue,Puffy Vest,X Eyes,Bored,Stuntman Helmet,Gold Stud,100.000000000000000,4.699216797200470,1.933011164805870,1.716380603232790,16.097317113814400,2.099650058323610,4.399266788868520,231821.739380094000000
341,2242,Solana,Death Bot,Bone Necklace,Robot,Bored,Bunny Ears,Silver Stud,100.000000000000000,1.999666722212960,1.483086152307950,3.249458423596070,16.097317113814400,1.966338943509420,7.615397433761040,232294.772814334000000
342,4317,Solana,Trippy,Biker Vest,Holographic,Bored Cigarette,Short Mohawk,EMPTY,100.000000000000000,1.166472254624230,2.216297283786040,2.066322279620060,1.949675054157640,3.182802866188970,70.121646392268000,232447.331953959000000
343,2016,Solana,Blue,Tweed Suit,Bloodshot,Bored Unshaven Pizza,Beanie,Silver Hoop,100.000000000000000,4.699216797200470,0.816530578236960,8.031994667555410,1.266455590734880,5.699050158306950,10.464922512914500,232782.221290487000000
344,1904,Solana,Tan,Lumberjack Shirt,X Eyes,Bored Unshaven,Safari,Gold Stud,100.000000000000000,5.999000166638890,1.766372271288120,1.716380603232790,14.480919846692200,2.016330611564740,4.399266788868520,233621.551491968000000
345,215,Solana,Cream,Pimp Coat,Scumbag,Bored,Party Hat,Gold Stud,100.000000000000000,7.382102982836190,1.316447258790200,2.799533411098150,16.097317113814400,1.216463922679550,4.399266788868520,234370.125213679000000
346,902,Solana,Gold,Navy Stripped T,Bloodshot,Bored Pipe,Safari,EMPTY,100.000000000000000,0.999833361106482,2.882852857857020,8.031994667555410,0.716547242126312,2.016330611564740,70.121646392268000,234548.245267951000000
347,3401,Solana,Robot,Prom Dress,Scumbag,Bored Cigarette,Vietnam Era Helmet,EMPTY,100.000000000000000,3.049491751374770,1.033161139810030,2.799533411098150,1.949675054157640,1.949675054157640,70.121646392268000,235102.774843895000000
348,4098,Solana,Noise,Wool Turtleneck,Angry,Phoneme Vuh,Short Mohawk,Silver Hoop,100.000000000000000,2.182969505082490,2.216297283786040,4.699216797200470,3.116147308781870,3.182802866188970,10.464922512914500,235974.406173636000000
349,1402,Solana,Cream,Black Holes T,Coins,Phoneme Ooo,Irish Boho,Silver Hoop,100.000000000000000,7.382102982836190,2.066322279620060,3.732711214797530,1.983002832861190,1.999666722212960,10.464922512914500,236275.951241117000000
350,1511,Solana,Pink,Pimp Coat,Sad,Bored,Horns,Diamond Stud,100.000000000000000,4.999166805532410,1.316447258790200,5.699050158306950,16.097317113814400,2.066322279620060,1.899683386102320,236993.456108005000000
351,2039,Solana,Golden Brown,Cowboy Shirt,Eyepatch,Bored,Ww2 Pilot Helm,Silver Hoop,100.000000000000000,8.281953007832030,0.766538910181636,2.899516747208800,16.097317113814400,0.766538910181636,10.464922512914500,237692.955057040000000
352,3082,Solana,Golden Brown,Leather Jacket,3D,Bored Unshaven Cigarette,Fisherman Hat,Diamond Stud,100.000000000000000,8.281953007832030,1.699716713881020,5.332444592567910,4.232627895350770,3.949341776370600,1.899683386102320,238370.052530466000000
353,1486,Solana,Tan,Biker Vest,Sleepy,Grin,Kings Crown,Silver Stud,100.000000000000000,5.999000166638890,2.216297283786040,6.815530744875850,3.849358440259960,0.899850024995834,7.615397433761040,239032.871634200000000
354,5054,Solana,Black,Kings Robe,Angry,Bored Unshaven Party Horn,Seaman Hat,Silver Hoop,100.000000000000000,10.631561406432300,1.083152807865360,4.699216797200470,0.899850024995834,4.699216797200470,10.464922512914500,239466.019347635000000
355,4778,Solana,Tan,Sleeveless T,Holographic,Bored,Horns,Diamond Stud,100.000000000000000,5.999000166638890,3.066155640726550,2.066322279620060,16.097317113814400,2.066322279620060,1.899683386102320,240161.789676227000000
356,5067,Solana,Grey,Vietnam Jacket,Crazy,Dumbfounded,Stuntman Helmet,Silver Stud,100.000000000000000,4.782536243959340,2.032994500916510,4.365939010164970,3.549408431928010,2.099650058323610,7.615397433761040,240917.088892325000000
357,473,Solana,Black,Black Holes T,Sleepy,Bored Unshaven Party Horn,Cowboy Hat,Gold Hoop,100.000000000000000,10.631561406432300,2.066322279620060,6.815530744875850,0.899850024995834,3.732711214797530,4.799200133311110,241356.043102862000000
358,5681,Solana,Black,Bone Necklace,Cyborg,Bored Solana,Fisherman Hat,Gold Stud,100.000000000000000,10.631561406432300,1.483086152307950,1.049825029161810,8.398600233294450,3.949341776370600,4.399266788868520,241541.791743475000000
359,2404,Solana,Brown,Stunt Jacket,Robot,Bored Unshaven Cigar,S&M Hat,Silver Hoop,100.000000000000000,12.747875354107600,1.699716713881020,3.249458423596070,1.049825029161810,3.132811198133640,10.464922512914500,242332.967288201000000
360,2253,Solana,White,Tweed Suit,3D,Bored,Police Morotcycle Helmet,Silver Hoop,100.000000000000000,3.766038993501080,0.816530578236960,5.332444592567910,16.097317113814400,0.883186135644059,10.464922512914500,243963.792870406000000
361,5944,Solana,Cream,Black Coat,Closed,Bored Unshaven Kazoo,Fisherman Hat,Silver Hoop,100.000000000000000,7.382102982836190,1.166472254624230,6.865522412931180,0.999833361106482,3.949341776370600,10.464922512914500,244296.059473558000000
362,670,Solana,Brown,Vietnam Jacket,Bored,Bored Unshaven Kazoo,Prussian Helmet,Gold Stud,100.000000000000000,12.747875354107600,2.032994500916510,21.829695050824900,0.999833361106482,0.983169471754708,4.399266788868520,244657.193621003000000
363,355,Solana,Brown,Prison Jumpsuit,Bloodshot,Bored Unshaven Pizza,Horns,Gold Stud,100.000000000000000,12.747875354107600,2.082986168971840,8.031994667555410,1.266455590734880,2.066322279620060,4.399266788868520,245536.426059174000000
364,3947,Solana,Death Bot,Sailor Shirt,Blindfold,Phoneme Oh,Laurel Wreath,EMPTY,100.000000000000000,1.999666722212960,3.199466755540740,2.532911181469760,2.166305615730710,0.999833361106482,70.121646392268000,246124.380452338000000
365,569,Solana,White,Lumberjack Shirt,Blindfold,Bored Unshaven Solana,Basc Flipped Brim,Silver Stud,100.000000000000000,3.766038993501080,1.766372271288120,2.532911181469760,6.232294617563740,3.082819530078320,7.615397433761040,246533.341658827000000
366,545,Solana,Golden Brown,Lab Coat,Scumbag,Bored Unshaven Solana,Fez,Gold Stud,100.000000000000000,8.281953007832030,0.916513914347609,2.799533411098150,6.232294617563740,4.232627895350770,4.399266788868520,246601.574442189000000
367,5598,Solana,Dark Brown,Sailor Shirt,Wide Eyed,Bored Unshaven Cigarette,Fisherman Hat,Cross,100.000000000000000,13.164472587902000,3.199466755540740,5.032494584235960,4.232627895350770,3.949341776370600,0.699883352774538,247984.682042117000000
368,5697,Solana,Cream,Puffy Vest,3D,Bored Kazoo,S&M Hat,Silver Hoop,100.000000000000000,7.382102982836190,1.933011164805870,5.332444592567910,0.999833361106482,3.132811198133640,10.464922512914500,249424.250893887000000
369,2804,Solana,Red,Stunt Jacket,3D,Bored Unshaven Party Horn,Basc Hat Red,EMPTY,100.000000000000000,5.249125145809030,1.699716713881020,5.332444592567910,0.899850024995834,0.833194467588735,70.121646392268000,250125.769987779000000
370,1322,Solana,White,Basc T Red,Sunglasses,Bored Unshaven Solana,Commie Hat,Gold Hoop,100.000000000000000,3.766038993501080,2.149641726378940,3.199466755540740,6.232294617563740,3.232794534244290,4.799200133311110,250451.384859426000000
371,3742,Solana,Death Bot,Leather Punk Jacket,Blindfold,Bored Pizza,S&M Hat,EMPTY,100.000000000000000,1.999666722212960,2.149641726378940,2.532911181469760,1.049825029161810,3.132811198133640,70.121646392268000,251100.116124463000000
372,1074,Solana,Tan,Work Vest,3D,Tongue Out,Halo,Gold Stud,100.000000000000000,5.999000166638890,3.216130644892520,5.332444592567910,1.966338943509420,2.832861189801700,4.399266788868520,252117.436750230000000
373,3306,Solana,Trippy,Black T,Sad,Bored Unshaved Pipe,Stuntman Helmet,EMPTY,100.000000000000000,1.166472254624230,2.866188968505250,5.699050158306950,0.899850024995834,2.099650058323610,70.121646392268000,252435.755040019000000
374,4499,Solana,Tan,Hawaiian,X Eyes,Bored Unshaven Cigarette,Sea Capitan Hat,Silver Hoop,100.000000000000000,5.999000166638890,1.883019496750540,1.716380603232790,4.232627895350770,2.949508415264120,10.464922512914500,253304.575764612000000
375,2105,Solana,Dark Brown,Wool Turtleneck,Sad,Bored Unshaven Kazoo,Short Mohawk,Gold Hoop,100.000000000000000,13.164472587902000,2.216297283786040,5.699050158306950,0.999833361106482,3.182802866188970,4.799200133311110,253945.302197077000000
376,1895,Solana,Pink,Black Holes T,Zombie,Boerd Unshaven Bubblegum,Vietnam Era Helmet,EMPTY,100.000000000000000,4.999166805532410,2.066322279620060,2.116313947675390,0.849858356940510,1.949675054157640,70.121646392268000,254001.726860010000000
377,995,Solana,Blue,Kings Robe,3D,Phoneme L,Seaman Hat,Silver Stud,100.000000000000000,4.699216797200470,1.083152807865360,5.332444592567910,2.616230628228630,4.699216797200470,7.615397433761040,254118.125721280000000
378,4255,Solana,Black,Hawaiian,Sunglasses,Bored Cigarette,Vietnam Era Helmet,Silver Hoop,100.000000000000000,10.631561406432300,1.883019496750540,3.199466755540740,1.949675054157640,1.949675054157640,10.464922512914500,254794.446299087000000
379,2256,Solana,Blue,Work Vest,Bored,Grin Gold Grill,Prussian Helmet,Silver Stud,100.000000000000000,4.699216797200470,3.216130644892520,21.829695050824900,1.033161139810030,0.983169471754708,7.615397433761040,255208.922307800000000
380,3741,Solana,Brown,EMPTY,Cyborg,Phoneme Oh,Prussian Helmet,Gold Stud,100.000000000000000,12.747875354107600,20.379936677220500,1.049825029161810,2.166305615730710,0.983169471754708,4.399266788868520,255555.935267760000000
381,5602,Solana,Noise,Blue Dress,Crazy,Bored,Irish Boho,Silver Hoop,100.000000000000000,2.182969505082490,0.799866688885186,4.365939010164970,16.097317113814400,1.999666722212960,10.464922512914500,256797.079305538000000
382,336,Solana,Death Bot,Toga,Crazy,Bored Unshaven Cigar,Safari,EMPTY,100.000000000000000,1.999666722212960,1.983002832861190,4.365939010164970,1.049825029161810,2.016330611564740,70.121646392268000,256974.120930870000000
383,216,Solana,Noise,Sleeveless T,Bored,Phoneme Oh,Baby Bonet,Gold Stud,100.000000000000000,2.182969505082490,3.066155640726550,21.829695050824900,2.166305615730710,1.849691718046990,4.399266788868520,257566.224333789000000
384,1268,Solana,Golden Brown,Black T,3D,Bored Kazoo,Vietnam Era Helmet,Silver Hoop,100.000000000000000,8.281953007832030,2.866188968505250,5.332444592567910,0.999833361106482,1.949675054157640,10.464922512914500,258219.959832013000000
385,1748,Solana,Death Bot,Stunt Jacket,Sunglasses,Bored Pizza,Commie Hat,EMPTY,100.000000000000000,1.999666722212960,1.699716713881020,3.199466755540740,1.049825029161810,3.232794534244290,70.121646392268000,258796.796680688000000
386,2695,Solana,Blue,Guayabera,Closed,Tongue Out,Seaman Hat,Gold Hoop,100.000000000000000,4.699216797200470,1.816363939343440,6.865522412931180,1.966338943509420,4.699216797200470,4.799200133311110,259869.113605754000000
387,87,Solana,Brown,Sailor Shirt,Sleepy,Bored Unshaven Kazoo,Vietnam Era Helmet,Gold Hoop,100.000000000000000,12.747875354107600,3.199466755540740,6.815530744875850,0.999833361106482,1.949675054157640,4.799200133311110,260060.151466055000000
388,276,Solana,Cheetah,Leather Jacket,Hypnotized,Bored Cigarette,Empty,Gold Hoop,100.000000000000000,4.482586235627400,1.699716713881020,1.949675054157640,1.949675054157640,18.796867188801900,4.799200133311110,261266.665249446000000
389,2329,Solana,Pink,Black Holes T,X Eyes,Bored,Spinner Hat,Gold Stud,100.000000000000000,4.999166805532410,2.066322279620060,1.716380603232790,16.097317113814400,2.082986168971840,4.399266788868520,261534.791396740000000
390,2720,Solana,Death Bot,Service,X Eyes,Phoneme L,Bunny Ears,EMPTY,100.000000000000000,1.999666722212960,2.116313947675390,1.716380603232790,2.616230628228630,1.966338943509420,70.121646392268000,262022.039040681000000
391,4221,Solana,Cream,Admirals Coat,Eyepatch,Bored Party Horn,Sushi Chef Headband,EMPTY,100.000000000000000,7.382102982836190,1.166472254624230,2.899516747208800,0.816530578236960,1.833027828695220,70.121646392268000,262043.716477666000000
392,2907,Solana,Dark Brown,Cowboy Shirt,Sleepy,Small Grin,S&M Hat,Gold Stud,100.000000000000000,13.164472587902000,0.766538910181636,6.815530744875850,2.766205632394600,3.132811198133640,4.399266788868520,262202.201963168000000
393,5768,Solana,Golden Brown,Sleeveless T,Blindfold,Bored Unshaven Pizza,Basc Flipped Brim,Silver Hoop,100.000000000000000,8.281953007832030,3.066155640726550,2.532911181469760,1.266455590734880,3.082819530078320,10.464922512914500,262797.363280834000000
394,3737,Solana,Dark Brown,Blue Dress,3D,Phoneme Vuh,S&M Hat,Gold Hoop,100.000000000000000,13.164472587902000,0.799866688885186,5.332444592567910,3.116147308781870,3.132811198133640,4.799200133311110,263068.282821773000000
395,1020,Solana,Brown,Admirals Coat,Blindfold,Phoneme Vuh,Sea Capitan Hat,Silver Stud,100.000000000000000,12.747875354107600,1.166472254624230,2.532911181469760,3.116147308781870,2.949508415264120,7.615397433761040,263628.510254379000000
396,3473,Solana,White,Hip Hop,Scumbag,Bored Cigarette,Safari,EMPTY,100.000000000000000,3.766038993501080,0.916513914347609,2.799533411098150,1.949675054157640,2.016330611564740,70.121646392268000,266370.185394953000000
397,3334,Solana,Red,Sleeveless T,Bloodshot,Grin Diamond Grill,Seaman Hat,Gold Stud,100.000000000000000,5.249125145809030,3.066155640726550,8.031994667555410,0.999833361106482,4.699216797200470,4.399266788868520,267200.914393815000000
398,930,Solana,Dark Brown,Bandolier,Holographic,Bored Solana,Bowler,Diamond Stud,100.000000000000000,13.164472587902000,1.949675054157640,2.066322279620060,8.398600233294450,3.166138976837190,1.899683386102320,267905.646035136000000
399,2757,Solana,Robot,Hip Hop,Bloodshot,Bored Unshaven,Girls Pink Hair,Silver Stud,100.000000000000000,3.049491751374770,0.916513914347609,8.031994667555410,14.480919846692200,1.083152807865360,7.615397433761040,268144.189184946000000
400,340,Solana,Trippy,Hawaiian,Scumbag,Tongue Out,Bowler,EMPTY,100.000000000000000,1.166472254624230,1.883019496750540,2.799533411098150,1.966338943509420,3.166138976837190,70.121646392268000,268445.015288832000000
401,3851,Solana,Cheetah,Admirals Coat,Robot,Grin Multicolor,Spinner Hat,EMPTY,100.000000000000000,4.482586235627400,1.166472254624230,3.249458423596070,1.083152807865360,2.082986168971840,70.121646392268000,268808.050728637000000
402,828,Solana,Dark Brown,Black Coat,Bloodshot,Grin Gold Grill,Safari,Silver Hoop,100.000000000000000,13.164472587902000,1.166472254624230,8.031994667555410,1.033161139810030,2.016330611564740,10.464922512914500,268885.332548697000000
403,3435,Solana,Golden Brown,Guayabera,Wide Eyed,Bored Kazoo,Empty,Diamond Stud,100.000000000000000,8.281953007832030,1.816363939343440,5.032494584235960,0.999833361106482,18.796867188801900,1.899683386102320,270279.601793713000000
404,5301,Solana,Cream,Wool Turtleneck,Scumbag,Grin,Safari,Silver Stud,100.000000000000000,7.382102982836190,2.216297283786040,2.799533411098150,3.849358440259960,2.016330611564740,7.615397433761040,270730.034493816000000
405,2893,Solana,Noise,Bone Necklace,Sleepy,Bored Cigarette,Kings Crown,EMPTY,100.000000000000000,2.182969505082490,1.483086152307950,6.815530744875850,1.949675054157640,0.899850024995834,70.121646392268000,271455.223128724000000
